Tiêu đề,Giá,Diện tích,Vị trí,Ngày đăng,Danh sách đường dẫn
"Cho Thuê nhà Nc Góc 2MT đường Số 3 KDC VĨnh Lộc,Bình Tân.Dt 10x20. 3 lầu DT sàn 600m2 chỉ 55Tr","
55 Triệu/tháng","
600 m²","
Bình Tân - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629201703-b99a_wm.jpg']
"Cho thuê kho xưởng trong KCN Hòa Cầm, Q. Cẩm Lệ 500m2, 55 ngh/m2/th","
27 Triệu/tháng","
500 m²","
Cẩm Lệ - Đà Nẵng",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620193138-5f25_wm.jpg']
Cho thuê căn 2 ngủ full đồ chung cư The Minato Residence,"
16 Triệu/tháng","
75 m²","
Lê Chân - Hải Phòng",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/14/20230614200634-5962_wm.jpeg']
"Cho thuê nhà 3,5 tầng mặt đường Trại Lẻ, Lê Chân","
17 Triệu/tháng","
81 m²","
Lê Chân - Hải Phòng",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/02/20230602195116-17e9_wm.jpeg']
Cho thuê căn 2 ngủ view Vin tại Hoàng Huy Grand Tower.,"
13 Triệu/tháng","
70 m²","
Hồng Bàng - Hải Phòng",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/22/20230322215220-360e_wm.jpeg']
"Cho thuê căn 66m2 Hoàng Kim giá 8tr/tháng, full nội thất, thoáng mát, an ninh","
8 Triệu/tháng","
66 m²","
Bình Tân - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629220850-68c7_wm.jpg']
Cho thuê mặt bằng kinh doanh sát đường Nguyễn Ái Quốc đối diện BV 7B gần 1000m2 giá chỉ 35 triệu/th,"
35 Triệu/tháng","
980 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/25/20230425171938-82fd_wm.jpg']
Hot! Mặt bằng kinh doanh hiếm có góc 2 mặt tiền ngang 10m ngay Vincom giá 120 triệu/tháng,"
120 Triệu/tháng","
188 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/14/20230414124023-ff52_wm.jpg']
"Cho thuê ccmn cạnh siêu thị copmart đường phan trọng tuệ hà đông nhà mới đủ đồ giá 3,5 tr/th","
3.5 Triệu/tháng","
35 m²","
Hà Đông - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629185805-d6dd_wm.jpg']
"CHO THUÊ KHO, XƯỞNG TẠI LIÊN MẠC. BÁC TỪ LIÊM. HÀ NỘI","
65 Nghìn/m²/tháng","
780 m²","
Bắc Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/24/20230624182451-f6cd_wm.jpg']
"Cho thuê căn hộ Hà Nội Center Point, dt 90m2, 2PN, 2WC, đủ đồ đẹp, vào ở luôn","
Thỏa thuận","
90 m²","
Thanh Xuân - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620175208-8fb3_wm.jpg']
"Cho thuê chung cư Ban cơ yếu chính phủ 76 m, giá 10 triệu","
10 Triệu/tháng","
76 m²","
Thanh Xuân - Hà Nội",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/02/20230602182415-686c_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/02/20230602182415-686c_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/02/20230602182417-b8e2_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/02/20230602182419-b473_wm.jpg']"
"CHO THUÊ KHO, XƯỞNG TẠI QL5 BÌNH GIANG. HẢI DƯƠNG","
70 Nghìn/m²/tháng","
5000 m²","
Bình Giang - Hải Dương",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626181133-85b6_wm.jpg']
"CHO THUÊ KHO, XƯỞNG TẠI KIM NỖ. ĐÔNG ANH. HÀ NỘI","
60 Nghìn/m²/tháng","
800 m²","
Đông Anh - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/25/20230625180724-beb4_wm.jpg']
"Cho thuê căn hộ Tràng An Complex, tầng 21, dt 82m2, loại 2 PN, 2WC, đầy đủ đồ. LH: 0914167722","
Thỏa thuận","
82 m²","
Cầu Giấy - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620174242-57d8_wm.jpg']
"Cho thuê căn hộ 2PN, 2WC, đủ đồ, tòa Cầu Giấy Center Point, 110 Cầu Giấy","
Thỏa thuận","
76 m²","
Cầu Giấy - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620173626-3cc3_wm.jpg']
Mặt bằng 120m2 ngang 6m Bùi Văn Hoà 30tr/th kinh doanh đa ngành nghề vị trí đẹp dễ nhận diện,"
30 Triệu/tháng","
120 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/19/20230619174035-5ef5_wm.jpg']
"Cho thuê chung cư CT5A XaLa, 105 m², 3 ngủ, giá 8 triệu","
8 Triệu/tháng","
Không xác định","
Hà Đông - Hà Nội",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/02/20230602175919-9c8c_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/02/20230602175919-9c8c_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/02/20230602175921-de71_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/02/20230602175924-ddb4_wm.jpg']"
Cho thuê TTTM cao cấp mới nhất 1.500m2 x 7 tầng gần công viên Mỹ Đình Pearl,"
200 Nghìn/m²/tháng","
10000 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/28/20230228162115-eba3_wm.jpg']
"* Cho thuê kho xưởng*3677m2 trong KCN Thuận Đạo, Bến Lức, Tỉnh Long An","
610 Triệu/tháng","
6977 m²","
Bến Lức - Long An",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629175112-4849_wm.jpg']
Cho thuê tòa nhà mới 600m2 x 7 tầng ở Yết Kiêu - Hà Đông,"
150 Nghìn/m²/tháng","
600 m²","
Hà Đông - Hà Nội",29/06/2023,['/Images/no-photo170.png']
"Empire City Thủ Thiêm cho thuê căn hộ tháp Linden có diện tích 64m2, thiết kế 1 phòng ngủ","
33 Triệu/tháng","
64 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617173941-4c19.jpg']
"Vinhomes Central Park VHCP cho thuê căn hộ tầng cao tháp Park 1, căn góc diện tích 111.2m2","
35 Triệu/tháng","
111.2 m²","
Bình Thạnh - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617173541-88c2.jpg']
"Chính chủ cho thuê căn 3PN Royal City (131 m2, full đồ đẹp, vào được ngay, 19 tr/th), 0912.396.400","
19 Triệu/tháng","
131 m²","
Thanh Xuân - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/11/10/20221110122257-57bf_wm.jpg']
BQL Royal City cập nhật quỹ căn cho thuê rẻ nhất 06/2023. LH: 0912.396.400 - Miễn trung gian),"
16 Triệu/tháng","
Không xác định","
Thanh Xuân - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/10/04/20221004094326-fca0_wm.jpg']
"Cho thuê căn 3PN giá chỉ 27 triệu/tháng, nhà mới view sông tầng cao","
27 Triệu/tháng","
107 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/08/20230608173229-239b_wm.jpg']
Cho thuê căn hộ 3PN dt 116m2 view bể bơi Vinhomes Gardenia Hàm Nghi full đồ,"
24 Triệu/tháng","
116 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/29/20230529171846-3138_wm.jpg']
Cho thuê 3 ngủ đủ đồ CC  Mỹ Đình Pearl - số 1Châu Văn Liêm giá chỉ 16tr/tháng LH 0982.402.115,"
Thỏa thuận","
Không xác định","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/29/20230529172305-b457_wm.jpg']
"D'edge Thảo Điền cho thuê căn hộ có thiết kế 2 phòng ngủ, 2 phòng tắm, phòng khách, phòng ăn","
28 Triệu/tháng","
Không xác định","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617172535-3eb1.jpg']
"Cho thuê căn hộ Mandarin Garden, tầng 20, dt 168m2, 3PN, đủ đồ, giao nhà luôn","
Thỏa thuận","
168 m²","
Cầu Giấy - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/25/20230525210631-e83f_wm.jpg']
"Cho thuê căn hộ Vinhomes Skylake, 2PN, 2WC, ban công Đông nam, đủ đồ, vào ở luôn","
Thỏa thuận","
72 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/13/20230513102640-a238_wm.jpg']
Cho thuê căn 3PN chung cư Vinhomes D'Capitale Trần Duy Hưng full nội thất,"
Thỏa thuận","
96 m²","
Cầu Giấy - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/11/20230511142053-73a2_wm.jpg']
"Cho thuê căn hộ tầng 18, 2pn, 2wc tòa Vinhomes Westpoint, vào ở luôn, đủ đồ đẹp","
Thỏa thuận","
72 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/23/20230323134422-4722_wm.jpg']
Cho thuê hoặc bán một số Căn hộ tại The Vista An Phú,"
25 Triệu/tháng","
101 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617172321-7bc4.jpg']
"Xi Riverview Palace cho thuê căn hộ tầng trung tháp 102, diện tích 145m2, thiết kế 3 phòng ngủ","
55 Triệu/tháng","
145 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617172147-7427.jpg']
"Cho thuê căn hộ chung cư Indochina IPH Xuân Thủy, dt 145m2, 3PN, 2WC, full đồ đẹp","
Thỏa thuận","
110 m²","
Cầu Giấy - Hà Nội",29/06/2023,['/Images/no-photo170.png']
"Cho thuê shophouse mặt tiền Nguyễn Cơ Thạch, khu Sala,Quận 2","
380 Triệu/tháng","
355 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/21/20230621163627-8631_wm.jpeg']
"CHO THUÊ KHO, XƯỞNG TẠI ĐƯỜNG QL2 BÌNH XUYÊN. VĨNH PHÚC","
400 Triệu/tháng","
8000 m²","
Bình Xuyên - Vĩnh Phúc",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/26/20230426164450-0a80_wm.jpg']
"Cho thuê kho, nhà xưởng, đất tại Đường 70, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","
80 Nghìn/m²/tháng","
780 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623164112-f603_wm.jpg']
"Cho thuê 45, 60. 1.500m2 văn phòng xanh mới thự sự ở Trung kính - Cầu Giấy","
320 Nghìn/m²/tháng","
3000 m²","
Cầu Giấy - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/19/20230619162341-1cad_wm.jpg']
"CHO THUÊ KHO, XƯỞNG TẠI HỒNG HÀ. ĐAN PHƯỢNG. HÀ NỘI","
55 Nghìn/m²/tháng","
3700 m²","
Đan Phượng - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/09/20230609164220-f487_wm.jpg']
"Cho thuê kho, nhà xưởng, đất tại Đường Quốc lộ 3, Xã Mai Đình, Sóc Sơn, Hà Nội diện tích 2400m2 g","
35 Nghìn/m²/tháng","
2400 m²","
Sóc Sơn - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/08/20230608111748-ae43_wm.jpg']
"Cho thuê kho, nhà xưởng, đất tại Đường Quốc Lộ 38, Xã Kim Bình, Phủ Lý, Hà Nam diện tích 1800m2 giá","
47 Nghìn/m²/tháng","
1800 m²","
Phủ Lý - Hà Nam",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/13/20230513171114-a207_wm.jpg']
Cho thuê 1 cặp nhà mặt tiền Võ Thị Sáu ngang 8m P. Thống Nhất 40tr/th vị trí đẹp,"
40 Triệu/tháng","
140 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2022/12/24/20221224083616-978f_wm.jpg']
"Cho thuê mặt bằng cửa hàng - đường Lĩnh Nam, Hoàng Mai","
25 Triệu/tháng","
170 m²","
Hoàng Mai - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620170558-810a_wm.jpg']
"Cho thuê căn 2pn giá 3,5tr/4tr/tháng cách vincom 2km 0989337446","
3.5 Triệu/tháng","
57 m²","
Dĩ An - Bình Dương",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/19/20230519130707-b868_wm.jpg']
Cho thuê 3 ngủ CC Thăng Long Number One full nội thất LH 0982402115,"
Thỏa thuận","
108 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/15/20230515152152-6f35_wm.jpg']
"Nhà 1 trệt 2 lầu Oasis 1, Vsip 1 giá 20 triệu/tháng, nội thất đầy đủ 0989 337 446","
20 Triệu/tháng","
185 m²","
Thuận An - Bình Dương",29/06/2023,['https://img.dothi.net/crop/170x115/2022/08/15/20220815142503-6bd2_wm.jpg']
"Cho thuê kho, nhà xưởng, đất tại Đường K2, Phường Phú Đô, Nam Từ Liêm, Hà Nội","
40 Triệu/tháng","
500 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/22/20230622162944-45f9_wm.jpg']
Cho thuê 2 ngủ đủ đồ Vinhomes Gardenia Hàm Nghi LH 0982.402.115,"
16 Triệu/tháng","
80 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/24/20230524171354-98a7_wm.jpg']
Cho thuê căn 3 ngủ dt 122m2 tòa C6 Vinhomes D'Capital Trần Duy Hưng LH 0982402115,"
Thỏa thuận","
122 m²","
Cầu Giấy - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/17/20230517161556-1fb3_wm.jpg']
Cho thuê nhanh căn 75m2 Ecolife giá mùa dịch giảm giá cho khách thuê mới để chuyển vào nhà mới,"
12 Triệu/tháng","
75 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2021/07/21/20210721154127-1cb2_wm.jpg']
Cho thuê nhà mặt tiền  kinh doanh hiệp thành 07 lh: 0968111039,"
7000.00 Tỷ/tháng","
90 m²","
Quận 12 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/16/20230616154254-67b6_wm.jpg']
"Cho thuê Tecco Tower Dĩ An giá 4tr/th/ 2PN, 2WC 0989337446","
4 Triệu/tháng","
57 m²","
Dĩ An - Bình Dương",29/06/2023,['https://img.dothi.net/crop/170x115/2022/05/31/20220531102405-5757_wm.jpg']
"Cho thuê mặt bằng tại tòa nhà Alpha Tower đường D7, An Khánh, Tp. Thủ Đức. Tầng 5","
16 Triệu/tháng","
92.5 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626164800-4eaa.jpg']
"Cho thuê cửa hàng mặt phố Lĩnh Nam 170m2 cạnh Thế Giới Di Động, mặt tiền 6,5m, giá 25tr","
25 Triệu/tháng","
170 m²","
Hoàng Mai - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620164655-46fa_wm.jpg']
"Cho thuê 2PN Opal Riverside có máy lạnh, nước nóng và bếp","
11 Triệu/tháng","
71 m²","
Thủ Đức - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/02/20230602163519-b012_wm.jpg']
Chuyên săn những căn giá tốt nhất tại Palm Heights giá chỉ từ 14tr full nội thất,"
14 Triệu/tháng","
80 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2021/06/06/20210606134153-eb22_wm.jpg']
"Q2 Thảo Điền cho thuê căn hộ tầng trung tháp T1, diện tích 71.74m2","
32.65 Triệu/tháng","
71.74 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626164445-9fed.jpg']
"Penthouse Thảo Điền Pearl TDP cho thuê căn hộ tháp A dạng Duplex 2 tầng, diện tích 422.37m2","
125 Triệu/tháng","
422.37 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626164103-16a3.jpg']
"CHO THUÊ KHO, XƯỞNG TẠI KCN HOÀN SƠN. TỪ SƠN. BẮC NINH","
75 Nghìn/m²/tháng","
3200 m²","
Từ Sơn - Bắc Ninh",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/07/20230607100308-319e_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/07/20230607100308-319e_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/07/20230607100309-bea7_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/07/20230607100310-bab3_wm.jpg']"
"The Nassim Thảo Điền cho thuê căn hộ tầng cao tháp C, căn góc có diện tích 160m2","
93.3 Triệu/tháng","
160 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626163859-62d6.jpg']
Mình sẵn 02 căn giá rẻ cần cho thuê tại khu C Geleximco,"
15 Triệu/tháng","
80 m²","
Hà Đông - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/14/20230614163452-f389_wm.jpg']
"Cho thuê căn hộ chung cư Goldmark City: Căn hộ 156m2 tòa Ruby, 4PN, đầy đủ đồ","
Thỏa thuận","
156 m²","
Bắc Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629163234-3809_wm.jpg']
"Cho thuê căn hộ dịch vụ đường Nguyễn Văn Thủ, Đa Kao, Quận 1. Tầng 5 với diện tích 100m2","
25.5 Triệu/tháng","
100 m²","
Quận 1 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626163225-c385.jpg']
"Cho thuê mặt bằng kinh doanh mặt đường Nguyễn Hoàng, 225m2, giá 95 tr","
95 Triệu/tháng","
225 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/20/20230620163019-624d_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620163019-624d_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620162925-5a2d_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620162946-dbd5_wm.jpg']"
"Căn hộ cho thuê phường Thảo Điền, TP Thủ Đức. View đẹp, đầy đủ nội thất, giá tốt. LH 0903652452","
28 Triệu/tháng","
95 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/21/20230221143514-1eaa_wm.jpg']
"Cần Cho Thuê Nhà Xưởng 100M2, Tại Đường Vĩnh Phú 29","
7 Triệu/tháng","
100 m²","
Thuận An - Bình Dương",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629163347-a789_wm.jpg']
"Cho thuê penthouse Sky Villa, Đảo Kim Cương, TP Thủ Đức. View đẹp, giá tốt. LH 0903652452","
166 Triệu/tháng","
392 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/21/20230221155801-a86e_wm.jpg']
"Cho thuê penthouse, căn hộ p. Thảo Điền, TP Thủ Đức. View đẹp, đầy đủ nội thất. LH 0903652452","
82 Triệu/tháng","
220 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/04/20230504164754-91b7_wm.jpg']
"Nhà phố, mặt bằng Thảo Điền, TP Thủ Đức. Vị trí đẹp, giao thông thuận lợi, giá tốt. LH 0903652452","
75 Triệu/tháng","
102 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/04/20230404135817-b413_wm.jpg']
"Biệt thự BT5 và BT6 làn 2 KĐT Ngoại Giao Đoàn, phù hợp làm Văn phòng công ty, cơ sở Giáo dục","
50 Triệu/tháng","
300 m²","
Bắc Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629163218-ea92_wm.jpg']
"Đảo Kim Cương DKC cho thuê căn hộ có diện tích 137m2 với thiết kế 3 phòng ngủ, 2 phòng tắm","
48.98 Triệu/tháng","
137 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626162836-51d4.jpg']
Cho thuê 300m2 showroom garage xe mặt phố Nguyễn Khánh Toàn - Cầu Giấy,"
Thỏa thuận","
300 m²","
Cầu Giấy - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620153909-c9f0_wm.jpg']
"Mặt bằng, nhà phố phường Thảo Điền. Giao thông thuận lợi, giá tốt. LH 0903652452 Mr. Phú","
60 Triệu/tháng","
100 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/08/20230208151609-63b6_wm.jpg']
"Vinhomes Central Park VHCP cho thuê căn hộ tháp Park 5 có thiết kế 3 phòng ngủ, 2 phòng tắm","
65.3 Triệu/tháng","
Không xác định","
Bình Thạnh - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620162115-d703.jpg']
"Tại Estella Heights có cho thuê căn hộ 3PN, 125m2 nội thất đã có sẵn","
56.4 Triệu/tháng","
125 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617162247-64ff_wm.jpg']
CHO THUÊ NHÀ MẶT TIỀN ĐƯỜNG TRẦN HOÀNG NA NGANG 17M GIÁ 40 TRIỆU,"
40 Triệu/tháng","
306 m²","
Ninh Kiều - Cần Thơ",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/14/20230614162035-d472_wm.jpg']
"Cho thuê Mặt bằng làm Kho Bãi ở Vạn Phúc, Thanh Trì, Hà Nội 250m2 mặt tiền 15m Đường Contener chạy","
10 Triệu/tháng","
300 m²","
Thanh Trì - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629162252-a502_wm.jpg']
Cho thuê kho Xưởng 5900m2 giá 554 triệu/tháng-trong KCN Nhơn Trạch-Đồng Nai,"
554 Triệu/tháng","
5900 m²","
Nhơn Trạch - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626162005-285f_wm.jpg']
