Tiêu đề,Giá,Diện tích,Vị trí,Ngày đăng,Danh sách đường dẫn
"Chính chủ cần bán gấp Liền Kề Shophouse 5 Tầng, Cắt lỗ 5 tỉ. Hinode Royal Park","
10.5 Tỷ","
100 m²","
Hoài Đức - Hà Nội",26/06/2023,"['https://img.dothi.net/crop/170x115/2023/05/25/20230525101854-8cbc_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/25/20230525101854-8cbc_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/25/20230525101855-64c5_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/25/20230525101856-678a_wm.jpg']"
BÁN NHÀ LÔ GÓC HOÀN KIẾM-2 MẶT THOÁNG - NHÀ ĐẸP SANG CHẢNH TÂN CỔ ĐIỂN- GIÁ TỐT.,"
7 Tỷ","
40 m²","
Hoàn Kiếm - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626152937-c5a7_wm.jpg']
"Chính chủ nhờ bán nhanh một số lô đất dự án Cẩm Đình, Phúc Thọ, Hà Nội","
7 Triệu/m²","
1112 m²","
Phúc Thọ - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2020/05/16/20200516141416-929e_wm.jpg']
Bán 108m2 đất mặt tiền Cách Mạng Tháng 8 - Gần cầu Hòa Xuân và 2 trường ĐH lớn giá chỉ 63tr/m2,"
6.8 Tỷ","
108 m²","
Cẩm Lệ - Đà Nẵng",26/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/26/20230626124359-222f_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/26/20230626124359-222f_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/26/20230626124437-0165_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/26/20230626124512-c8a1_wm.jpg']"
"Bán nhà khu vip Nguyên Hồng, Láng Hạ, diện tích 90m2, giá 29 tỷ","
29 Tỷ","
90 m²","
Đống Đa - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/06/05/20230605115053-48a2_wm.jpeg']
"Bán suất ngoại giao liền kề view vườn hoa Hinode Royal Park, Kim Chung Di Trạch, giá 7. X tỷ","
Thỏa thuận","
95 m²","
Hoài Đức - Hà Nội",26/06/2023,"['https://img.dothi.net/crop/170x115/2023/05/26/20230526102412-df08_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/26/20230526102412-df08_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/26/20230526102412-3270_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/26/20230526102413-ace3_wm.jpg']"
BÁN NHÀ MẶT PHỐ ĐINH TIÊN HOÀNG- VIEW HỒ GƯƠM – VIP PHỐ CỔ- 20 NĂM CÓ NHÀ BÁN .,"
110 Tỷ","
130 m²","
Hoàn Kiếm - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/03/23/20230323110007-edea_wm.jpg']
"Bán nhà Quảng Khánh - view hồ tây - 2 ô tô tránh - vỉa hè, kinh doanh - ô chờ thang máy - 2 thoáng","
29 Tỷ","
77 m²","
Tây Hồ - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/03/23/20230323105726-2480_wm.jpg']
BÁN NHÀ MẶT PHỐ LÝ THÁI TỔ -SIÊU HIẾM – ĐẲNG CẤP PHỐ CỔ.,"
32 Tỷ","
36 m²","
Hoàn Kiếm - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/03/23/20230323104359-fbc6_wm.jpg']
BÁN NHÀ PHỐ CỔ HOÀN KIẾM-VÙNG I THỦ ĐÔ- VỊ TRÍ CỰC KỲ ĐẸP- MẶT TIỀN KHỦNG.,"
63 Tỷ","
78 m²","
Hoàn Kiếm - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/03/23/20230323105228-0760_wm.jpg']
Bán Siêu Biệt Thự Cầu Giấy - Ở Đẳng Cấp - Ô Tô Tránh - Vỉa Hè Rộng - Kinh Doanh Đỉnh.,"
43 Tỷ","
200 m²","
Cầu Giấy - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/03/22/20230322215832-8b84_wm.jpg']
Bán nhà mặt phố Cầu Giấy - 08 tầng thang máy - 2 thoáng - kinh doanh tốt,"
Thỏa thuận","
75 m²","
Cầu Giấy - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/04/12/20230412203516-8404_wm.jpg']
BÁN NHÀ MẶT PHỐ ĐOÀN THỊ ĐIỂM ĐỐNG ĐA- MẢNH ĐẤT VÀNG - GIÁ ĐẦU TƯ-150M2- MẶT TIỀN 6.5M,"
45 Tỷ","
150 m²","
Đống Đa - Hà Nội",26/06/2023,['https://img.dothi.net/crop/170x115/2023/06/13/20230613214351-8042_wm.jpg']
"Chính chủ cần tiền trả nợ ngân hàng, bán cắt lỗ ô đất C4 Thành Thắng","
2.45 Tỷ","
75 m²","
Hạ Long - Quảng Ninh",26/06/2023,['https://img.dothi.net/crop/170x115/2023/03/15/20230315091532-e63a_wm.jpg']
"Sang nhượng 1.480m2 đất nghỉ dưỡng siêu đẹp tại Phường Kỳ Sơn, TP Hòa Bình, Hòa Bình","
4.2 Tỷ","
1480 m²","
Hòa Bình - Hòa Bình",26/06/2023,"['https://img.dothi.net/crop/170x115/2022/11/08/20221108144950-3e1c_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/11/08/20221108144950-3e1c_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/11/08/20221108144949-8d8b_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/11/08/20221108144950-01e1_wm.jpg']"
"Bán đất bám sông tuyệt đẹp và siêu rẻ tại Tân Lạc, Hòa Bình","
3 Tỷ","
24220 m²","
Tân Lạc - Hòa Bình",26/06/2023,['https://img.dothi.net/crop/170x115/2022/05/09/20220509153657-739a_wm.jpg']
Cần bán gấp lô đất bám sông 3871m2 giáp KĐT sinh thái Đông Trường Sơn tại Lương Sơn Hòa Bình,"
Thỏa thuận","
3871 m²","
Lương Sơn - Hòa Bình",26/06/2023,['https://img.dothi.net/crop/170x115/2022/05/05/20220505085853-9cc5_wm.jpg']
"Bán đất thổ cư, mặt tiền đường nhựa liên huyện 16 x 44m = 700m2, Giảm giá 30 tr còn 520tr","
520 Triệu","
720 m²","
Krông Năng - Đắk Lắk",25/06/2023,['https://img.dothi.net/crop/170x115/2022/12/24/20221224153912-abe1_wm.jpg']
"Chủ bán gấp đất 78m2 có 2 mặt thoáng 10m ra mặt phố Kim Mã, Giảng Võ, Ba Đình, Hà Nội. Giá 103tr/m2","
103.8 Triệu/m²","
78 m²","
Ba Đình - Hà Nội",25/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/25/20230625150231-17fd_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/25/20230625150231-17fd_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/25/20230625150236-7b83_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/25/20230625150257-59cf_wm.jpg']"
"Đất hẻm 6m, ngang 5m, giá cực tốt chỉ 50 tr/ m2.","
5.10 Tỷ","
115 m²","
Nhà Bè - Hồ Chí Minh",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/25/20230625144125-5fd8_wm.jpg']
"Chỉ 129 tr/500m2, tặng 2 chỉ vàng, đất full hồng, kế bên TT Krông Năng, cách trường 2km, chợ 2 km","
129 Triệu","
500 m²","
Krông Năng - Đắk Lắk",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/25/20230625112511-21fb_wm.jpg']
Nhà đẹp 30m2 xây 5T giá 3.2 tỷ  phố xuân đỉnh gần ôtô,"
3.2 Tỷ","
30 m²","
Bắc Từ Liêm - Hà Nội",25/06/2023,['https://img.dothi.net/crop/170x115/2023/06/25/20230625102351-7d01_wm.jpg']
"Bán đất đường huyện 56 tại xã Đông Thành, Bình Minh, Vĩnh Long diện tích 100m2 giá 590 triệu","
590 Triệu","
100 m²","
Bình Minh - Vĩnh Long",25/06/2023,['https://img.dothi.net/crop/170x115/2023/05/13/20230513074049-7bb5_wm.jpg']
"Biệt thự rẻ nhất Văn Phú, Hà Đông. DT 200m MT10m, ô tô tránh, 25.5 tỷ","
25.5 Tỷ","
200 m²","
Hà Đông - Hà Nội",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/24/20230624182333-02bc_wm.jpg']
"Cần thanh khoản gấp căn góc liền kề Evelyne ParkCity, nhà mới, vỉa hè rộng","
20.5 Tỷ","
120 m²","
Hà Đông - Hà Nội",24/06/2023,"['https://img.dothi.net/crop/170x115/2023/04/26/20230426115334-24f4_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/04/26/20230426115334-24f4_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/04/26/20230426115343-81b5_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/04/26/20230426115355-8fb4_wm.jpg']"
"Bán liền kề shophouse VSIP Bắc Ninh vị trí siêu đẹp siêu rẻ, đường lớn đầu tư cực tốt","
5.5 Tỷ","
105 m²","
Từ Sơn - Bắc Ninh",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/10/20230610171653-640c_wm.jpg']
Bán nhà Bình Thạnh TPHCM gấp diện tích 92m2 giá 13.9,"
13.9 Tỷ","
92 m²","
Bình Thạnh - Hồ Chí Minh",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/22/20230622111157-19e2_wm.jpg']
"Bán biệt thự đẳng cấp phố Việt Hưng, 322m2; lô góc 2 mặt tiền 15m; 3x tỷ","
Thỏa thuận","
Không xác định","
Long Biên - Hà Nội",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/24/20230624153153-f10c_wm.jpg']
"Cần tiền bán căn hộ chung cư Florence, 28 Trần Hữu Dực, DT 91.5m2,có đồ giá 4.550/căn:0981129026","
4.55 Tỷ","
91.5 m²","
Nam Từ Liêm - Hà Nội",24/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/24/20230624144950-c384_wm.jpeg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624144950-c384_wm.jpeg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624144958-3a56_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624145007-df05_wm.jpg']"
"Quỹ căn chủ đầu tư chiết khấu 15%, hỗ trợ 0% lãi 2 năm, full nội thất cao cấp, chỉ từ 2,6 tỷ/ 2 ngủ","
2.6 Tỷ","
68 m²","
Hoài Đức - Hà Nội",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/16/20230616144839-2e7d_wm.jpg']
"Cần bán đất khu đô thị Long Hưng, 1 số nền giá rẻ vị trí đẹp cần bán nhanh, LH: 0914.920.202","
22 Triệu/m²","
100 m²","
Biên Hòa - Đồng Nai",24/06/2023,['https://img.dothi.net/crop/170x115/2019/07/09/20190709114101-45ad_wm.jpg']
"Rẻ nhất thị trường - Căn 2 ngủ 2 vệ sinh , 83m2 , Chung cư Rừng Cọ Ecopark - Giá chỉ 1 tỷ 8****","
1.85 Tỷ","
83 m²","
Văn Giang - Hưng Yên",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/24/20230624105912-fbde_wm.jpg']
"Nhà 3 tàng mặt hẻm  chính 1942, kdbb tốt. 4,3 * 12. Chỉ 4,8 tỷ.","
4.80 Tỷ","
50 m²","
Nhà Bè - Hồ Chí Minh",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/24/20230624105340-11ad_wm.jpg']
SUNRISE RIVERSIDE -  CHÍNH CHỦ CẦN BÁN LÔ VĂN PHÒNG SMART OFFICE- TEL LH 0931277622,"
1.7 Tỷ","
30 m²","
Nhà Bè - Hồ Chí Minh",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/16/20230616180959-5b0e_wm.jpg']
"Chủ bán CHCC An Sinh, ngõ 44 Nguyễn Cơ Thạch, DT 58m2, đồ găn tường giá bán 2 tỷ:0981129026","
2 Tỷ","
58 m²","
Nam Từ Liêm - Hà Nội",24/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/24/20230624104021-025b_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624104021-025b_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624104038-2c30_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624104057-cee1_wm.jpg']"
"Vợ chồng tôi cần tiền bán căn chung cư 7A Lê Đức Thọ, DT 56m2, Full đồ giá 1.95 tỷ/ căn:0936071228","
1.95 Tỷ","
56 m²","
Cầu Giấy - Hà Nội",24/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/24/20230624102729-690f_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624102729-690f_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624102746-c5cf_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624102803-e12a_wm.jpg']"
Bán gấp cắt lỗ căn ngoại giao LK shophouse trục đường ra biển rộng 20m cạnh Vincom Cẩm Phả. 75m2x4T,"
6.3 Tỷ","
75 m²","
Cẩm Phả - Quảng Ninh",24/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/24/20230624094940-ac7b_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624094940-ac7b_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624094951-35ed_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624094951-4b3f_wm.png']"
"Bán lô góc hai mặt tiền giá ngộp,cách trường học xả cửa dương 50m,giá chi;1.2xxty;giá quá ngộp","
1.2 Tỷ","
123 m²","
Phú Quốc - Kiên Giang",24/06/2023,['https://img.dothi.net/crop/170x115/2023/05/10/20230508154958-d5e5-wm.jpg']
"Bán căn hộ 62m2, 2 PN, 2 WC, ban công, mới bàn giao, giá 1.78 tỷ (có VAT), tel: 0906 388 348","
28 Triệu/m²","
62 m²","
Quận 8 - Hồ Chí Minh",24/06/2023,['https://img.dothi.net/crop/170x115/2023/04/01/20230401153522-b124_wm.jpg']
"Bán căn góc shophouse CC Dream Home Luxury, 87m2, 1 trệt 1 lầu, giá 2.9 tỷ","
2.6 Tỷ","
87 m²","
Gò Vấp - Hồ Chí Minh",24/06/2023,['https://img.dothi.net/crop/170x115/2022/06/15/20220615173508-f9e3_wm.jpg']
"Đất thổ cư, mặt tiền đường nhựa liên huyện , giảm 50 trieu về giá 500 triệu. Tel: 0981786028","
500 Triệu","
700 m²","
Krông Năng - Đắk Lắk",24/06/2023,"['https://img.dothi.net/crop/170x115/2022/12/12/20221212155702-aaf0_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/12/12/20221212155702-aaf0_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/12/12/20221212155712-080a_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/12/12/20221212155718-d67e_wm.jpg']"
"Bán nhà 4 tầng khu ĐTM Văn Phú, Hà Đông, 90m2, 11.9 tỷ","
11.9 Tỷ","
90 m²","
Hà Đông - Hà Nội",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/24/20230624071636-bedc_wm.jpg']
"Bán nhà đẹp HXH, 3 tầng, 4mx12m, 4 PN, 48m2, Tô Hiệu, Tân Phú, 6.45 tỷ","
6.45 Tỷ","
48 m²","
Tân Phú - Hồ Chí Minh",24/06/2023,['https://img.dothi.net/crop/170x115/2023/06/10/20230610063438-e3ac_wm.jpg']
"NHÀ ĐẸP KHÔNG PHẢI NGHĨ LUÔN. 38M,5 TẦNG, MẶT TIỀN 3,5, NHÀ MỚI GẦN NHƯ 100%, CÓ THỂ ĐÀM PHÁN GIẢM","
4 Tỷ","
38 m²","
Thanh Xuân - Hà Nội",23/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623221411-2bde_wm.jpg']
"Chính Chủ Gửi Bán Gấp !!! Phân Lô VIP  Nguyễn Trãi, 95m x 5T, Giá 25 tỷ.","
25 Tỷ","
95 m²","
Đống Đa - Hà Nội",23/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/23/20230623202714-891e_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623202714-891e_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623202720-1bd3_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623202723-564f_wm.jpg']"
"CHDV cao tầng  Quận 7. 8*28, 808 m2. 55 phòng. 21 tỷ.","
21.00 Tỷ","
219 m²","
Quận 7 - Hồ Chí Minh",23/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623171116-c80f_wm.jpg']
Lô góc - khu bàn cờ Cam An Bắc - Cần bán gấp - giá tốt cho dân săn đất rẻ,"
1 Tỷ","
216 m²","
Cam Lâm - Khánh Hòa",23/06/2023,"['https://img.dothi.net/crop/170x115/2023/05/23/20230523205539-deac_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/23/20230523205539-deac_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/23/20230523205540-2489_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/23/20230523205542-f631_wm.jpg']"
"Bán căn hộ chung cư cao cấp West Point. Phạm Hùng, Mỹ Đình, NamTừ Liêm 112m2 giá 4.98 tỷ","
4.98 Tỷ","
112 m²","
Nam Từ Liêm - Hà Nội",23/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/23/20230623161704-7a08_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623161704-7a08_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623161711-2afa_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623161723-bfdd_wm.jpg']"
"Chỉ 2.9 tỷ có ngay nhà đẹp phố Nhân Hòa 4 tầng 2 thoáng, chủ để lại toàn bộ nội thất","
2.9 Tỷ","
20 m²","
Thanh Xuân - Hà Nội",23/06/2023,['https://img.dothi.net/crop/170x115/2023/06/16/20230616104009-d7e3_wm.jpg']
"Bán căn hộ CC Vinhomes D'Capitale: 82m2, 2PN ban công view hồ & CV giá 4.5 tỷ. LH: 0936031229","
4.5 Tỷ","
82 m²","
Cầu Giấy - Hà Nội",23/06/2023,['https://img.dothi.net/crop/170x115/2021/12/22/20211222161044-f2b7_wm.jpg']
Căn nhà MT Đinh Công Tráng Tân Tiến LaGi Bình Thuận 6x59m 60m2 TC giá ngộp,"
1.8 Tỷ","
409 m²","
La Gi - Bình Thuận",23/06/2023,['/Images/no-photo170.png']
"Bán gấp nhà ngõ 145 Cổ Nhuế, Q. Bắc Từ Liêm, HN. DT 50m2x5 tầng - 6PN. Mặt tiền to 6m. Giá 4,95 tỷ","
4.95 Tỷ","
43 m²","
Bắc Từ Liêm - Hà Nội",23/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/15/20230615161348-451a_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/15/20230615161348-451a_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/23/20230523155234-9b4a_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/23/20230523155239-f970_wm.jpg']"
"Bán gấp nhà cấp 4 mặt phố Thụy Khuê, Tam Đa, Tây Hồ, Hà Nội. DT 23m2 đường oto 10m - mặt tiền 5,2m","
5.9 Tỷ","
23 m²","
Tây Hồ - Hà Nội",23/06/2023,['https://img.dothi.net/crop/170x115/2023/05/22/20230522142605-ccbe_wm.jpg']
"Chủ bán gấp nhà mặt phố Lê Trọng Tấn, Thanh Xuân, Hà Nội. Dt 75m2 - 2 mặt tiền, kinh doanh cực tốt","
Thỏa thuận","
75 m²","
Thanh Xuân - Hà Nội",23/06/2023,['https://img.dothi.net/crop/170x115/2023/05/22/20230522093027-a353_wm.jpg']
"Chủ bán gấp nhà mặt phố 4A Hoàng Văn Thái, Lê Trọng Tấn, Thanh Xuân, Hà Nội. DT 75m2 có 2 mặt tiền","
Thỏa thuận","
75 m²","
Thanh Xuân - Hà Nội",23/06/2023,['https://img.dothi.net/crop/170x115/2023/02/16/20230216154943-ed3a_wm.jpg']
"Hiếm lắm! SIÊU KD Mặt đường Nguyễn Văn Cừ! DÒNG TIỀN KHỦNG, 112m2, 6T, GIÁ IB","
Thỏa thuận","
112 m²","
Long Biên - Hà Nội",23/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623093407-8c11_wm.jpg']
"Bán căn hộ tầng cao 63m2 - 2PN, tòa N2D ngã tư Lê Văn Lương - Hoàng Minh Giám, đối diện công viên","
Thỏa thuận","
63 m²","
Cầu Giấy - Hà Nội",23/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623084908-4c96_wm.jpeg']
"Nền 105m2 thổ cư, cách chợ Giáo Mẹo 700m, giá chỉ có 400 tr","
400 Triệu","
105 m²","
Bình Minh - Vĩnh Long",23/06/2023,['/Images/no-photo170.png']
Chuyển nhượng 2 ngủ và 3 ngủ giá tốt nhất chung cư Starlake,"
6.9 Tỷ","
91 m²","
Tây Hồ - Hà Nội",23/06/2023,['https://img.dothi.net/crop/170x115/2023/04/07/20230407165810-a2ca_wm.jpg']
Thông tin chuyển nhượng biệt thự shophouse tại Starlake - Những lựa chọn tốt nhất,"
420 Triệu/m²","
286 m²","
Tây Hồ - Hà Nội",23/06/2023,['/Images/no-photo170.png']
"Bán nền 193.7 m2 cặp sông Cái Răng Bé P. Thường Thạnh, Q. Cái Răng, giá 2 tỷ 150 triệu","
2.2 Tỷ","
193.7 m²","
Cái Răng - Cần Thơ",23/06/2023,['https://img.dothi.net/crop/170x115/2021/05/21/20210521082139-e553_wm.jpg']
"HOT HOT HOT NHÀ MỚI KHU VỰC TRUNG KÍNH, KINH DOANH SẦM UẤT, TIEN ÍCH VÔ VÀN 45m2x 5T Giá nhỉnh 6","
6.2 Tỷ","
45 m²","
Cầu Giấy - Hà Nội",22/06/2023,['https://img.dothi.net/crop/170x115/2023/06/22/20230622194112-330f_wm.jpg']
"ĐẦU TƯ THUA LỖ BÁN NHÀ GẤP GIÁ MỀM KHU VỰC LẠC LONG QUÂN, CỰC GẦN HỒ TÂY, GIÁ NHỈNH 5 tỉ, Ô TÔ Đ","
5.3 Tỷ","
40 m²","
Tây Hồ - Hà Nội",22/06/2023,['https://img.dothi.net/crop/170x115/2023/06/22/20230622193934-8537_wm.jpg']
🔥 HẠ GIÁ CỰC MẠNH CĂN NHÀ KHU VỰC TRUNG TÂM CẦU GIẤY 65m2 – RẤT NHIỀU PHÒNG NGỦ,"
7.1 Tỷ","
65 m²","
Cầu Giấy - Hà Nội",22/06/2023,['https://img.dothi.net/crop/170x115/2023/06/22/20230622193757-2767_wm.jpg']
"Chính chủ bán vài căn chung cư 1pn, 2pn và 3pn của chung cư Quang Minh, Bách Việt, Aqua Park và Đồn","
Thỏa thuận","
70 m²","
Bắc Giang - Bắc Giang",22/06/2023,"['https://img.dothi.net/crop/170x115/2023/05/23/20230523112729-c300_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/23/20230523112729-c300_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/23/20230523112731-d50f_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/05/23/20230523112735-ac5d_wm.jpg']"
"Bán liền kề shophouse Ciputra Hà Nội, vị trí đẹp giá 230 triệu/m2","
15.8 Tỷ","
150 m²","
Tây Hồ - Hà Nội",19/06/2023,['https://img.dothi.net/crop/170x115/2023/02/03/20230203164653-c09b_wm.jpg']
Cần bán chung cư RiveraPark 69 Vũ Trọng Phụng DT 72m2 vuông góc thoáng rộng đẹp,"
4050 Tỷ","
72 m²","
Thanh Xuân - Hà Nội",19/06/2023,['/Images/no-photo170.png']
Chính chủ bán chung cư mini 32 phòng Văn Quán phân lô vỉa hè kinh doanh,"
19 Tỷ","
112 m²","
Hà Đông - Hà Nội",13/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/23/20230623221212-3290_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623221212-3290_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623221202-4d0f_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623221232-ad58_wm.jpg']"
"Ngộp! Bán gấp căn góc mặt tiền Quang Trung, Gò Vấp, 12m x 35m, vuông vức, HĐT 250tr/th","
Thỏa thuận","
420 m²","
Gò Vấp - Hồ Chí Minh",10/06/2023,['https://img.dothi.net/crop/170x115/2023/06/10/20230610232000-8641_wm.jpg']
